ENSG	ω_lower	ω	ω_upper	ω0_lower	ω0	ω0_upper	ωA_phy	category	TR_ID_Homo_sapiens	TR_ID_Chlorocebus_sabaeus	TR_ID_Bos_taurus	TR_ID_Equus_caballus	TR_ID_Ovis_aries	TR_ID_Capra_hircus	TR_ID_Canis_familiaris
ENSG00000060339_CCAR1	0.0403341	0.0442044	0.0485116	0.0621446	0.0685252	0.0756982	-0.024320799999999997	unclassified	ENST00000265872	ENSCSAT00000005693	ENSBTAT00000053074	ENSECAT00000017725	ENSOART00000005678	XM_018042354.1	ENSCAFT00000021848
ENSG00000060491_OGFR	0.314402	0.33391	0.35557	0.356173	0.375777	0.395085	-0.04186700000000004	unclassified	ENST00000290291	ENSCSAT00000014213	ENSBTAT00000020676	ENSECAT00000028942	ENSOART00000013503	XM_018057577.1	ENSCAFT00000045351
ENSG00000060558_GNA15	0.0818121	0.0906449	0.0997966	0.0858298	0.0976065	0.108785	-0.006961599999999998	nearly-neutral	ENST00000262958	ENSCSAT00000009313	ENSBTAT00000026624	Null	ENSOART00000014129	XM_018050801.1	ENSCAFT00000030607
ENSG00000060566_CREB3L3	0.271329	0.288532	0.307034	0.328192	0.345788	0.362899	-0.057255999999999974	unclassified	ENST00000078445	ENSCSAT00000008852	ENSBTAT00000013478	ENSECAT00000015772	ENSOART00000011667	XM_005682567.2	ENSCAFT00000030377
ENSG00000060642_PIGV	0.273239	0.289676	0.308205	0.286421	0.305208	0.324302	-0.01553199999999999	nearly-neutral	ENST00000078527	ENSCSAT00000017553	ENSBTAT00000012921	ENSECAT00000017998	ENSOART00000004517	XM_018056509.1	ENSCAFT00000048611
ENSG00000060656_PTPRU	0.0419705	0.0447657	0.0478504	0.0591002	0.0650758	0.0715471	-0.020310100000000005	unclassified	ENST00000345512	ENSCSAT00000017509	ENSBTAT00000017076	ENSECAT00000012816	ENSOART00000002433	XM_018057242.1	ENSCAFT00000018459
ENSG00000060688_SNRNP40	0.0228978	0.027588	0.0328271	0.0401902	0.0491836	0.0584612	-0.0215956	unclassified	ENST00000263694	ENSCSAT00000017502	ENSBTAT00000022372	ENSECAT00000007389	ENSOART00000001844	XM_005676735.3	ENSCAFT00000049603
ENSG00000060709_RIMBP2	0.138479	0.144617	0.150993	0.192885	0.203413	0.213506	-0.058796000000000015	unclassified	ENST00000261655	ENSCSAT00000016617	ENSBTAT00000037063	ENSECAT00000010169	ENSOART00000017146	XM_018061417.1	ENSCAFT00000010815
ENSG00000060718_COL11A1	0.0595408	0.0631425	0.066826	0.0736714	0.0788037	0.0844779	-0.0156612	unclassified	ENST00000358392	ENSCSAT00000017016	ENSBTAT00000028276	ENSECAT00000024831	ENSOART00000020259	XM_018045833.1	ENSCAFT00000043301
ENSG00000060749_QSER1	0.269771	0.281173	0.292305	0.30476	0.315889	0.327078	-0.03471599999999997	unclassified	ENST00000399302	ENSCSAT00000003302	ENSBTAT00000019146	ENSECAT00000007668	ENSOART00000018401	XM_018059282.1	ENSCAFT00000011713
ENSG00000060982_BCAT1	0.172905	0.189101	0.208312	0.190061	0.205591	0.222295	-0.016490000000000005	unclassified	ENST00000539282	ENSCSAT00000005913	ENSBTAT00000018370	ENSECAT00000022642	ENSOART00000021885	XM_018048393.1	ENSCAFT00000018245
ENSG00000061273_HDAC7	0.133524	0.141256	0.148874	0.191208	0.202042	0.213255	-0.06078600000000001	unclassified	ENST00000380610	ENSCSAT00000004623	ENSBTAT00000038321	ENSECAT00000022139	ENSOART00000021105	XM_018047874.1	ENSCAFT00000014571
ENSG00000061337_LZTS1	0.0977737	0.104772	0.112244	0.124795	0.135265	0.14611	-0.030492999999999992	unclassified	ENST00000381569	ENSCSAT00000014777	ENSBTAT00000001114	ENSECAT00000021350	ENSOART00000011610	XM_018052253.1	ENSCAFT00000015985
ENSG00000061455_PRDM6	0.0660213	0.0747686	0.0848323	0.0679162	0.0771201	0.0872978	-0.0023514999999999925	nearly-neutral	ENST00000407847	ENSCSAT00000012669	ENSBTAT00000027421	ENSECAT00000004698	ENSOART00000020552	XM_018050681.1	ENSCAFT00000036515
ENSG00000061492_WNT8A	0.182564	0.198847	0.217186	0.206822	0.225299	0.24558	-0.026452000000000003	unclassified	ENST00000506684	ENSCSAT00000011347	ENSBTAT00000035270	ENSECAT00000015524	ENSOART00000017190	XM_013965494.2	ENSCAFT00000001796
ENSG00000061656_SPAG4	0.271657	0.290286	0.310395	0.339824	0.359349	0.380592	-0.06906299999999999	unclassified	ENST00000374273	ENSCSAT00000008414	ENSBTAT00000009127	ENSECAT00000023460	ENSOART00000015660	XM_018057784.1	ENSCAFT00000013024
ENSG00000061676_NCKAP1	0.0112547	0.0133352	0.0155915	0.0205994	0.02452	0.0293651	-0.0111848	unclassified	ENST00000360982	ENSCSAT00000010735	ENSBTAT00000047777	ENSECAT00000023481	ENSOART00000018245	XM_018065461.1	ENSCAFT00000022879
ENSG00000061794_MRPS35	0.233246	0.253698	0.274853	0.256926	0.276628	0.296625	-0.022930000000000006	unclassified	ENST00000081029	ENSCSAT00000005633	ENSBTAT00000010567	ENSECAT00000011309	ENSOART00000021458	XM_005680715.3	ENSCAFT00000017466
ENSG00000061918_GUCY1B3	0.0211989	0.023829	0.0270017	0.0278585	0.0333203	0.0388879	-0.009491299999999998	unclassified	ENST00000502959	ENSCSAT00000001286	ENSBTAT00000005009	ENSECAT00000022682	ENSOART00000008699	XM_018061474.1	ENSCAFT00000013605
ENSG00000061936_SFSWAP	0.111803	0.117285	0.123578	0.154282	0.162424	0.170275	-0.04513900000000001	unclassified	ENST00000541286	ENSCSAT00000016643	ENSBTAT00000000563	ENSECAT00000008149	ENSOART00000015592	XM_018061424.1	ENSCAFT00000010692
ENSG00000061938_TNK2	0.0978656	0.104132	0.110524	0.141287	0.150941	0.161087	-0.04680899999999999	unclassified	ENST00000381916	ENSCSAT00000006589	ENSBTAT00000046471	ENSECAT00000001677	ENSOART00000022106	XM_018046043.1	ENSCAFT00000020518
ENSG00000061987_MON2	0.048065	0.0512651	0.0546138	0.0657361	0.0710394	0.0764601	-0.0197743	unclassified	ENST00000641654	ENSCSAT00000002557	ENSBTAT00000014698	ENSECAT00000026946	ENSOART00000004764	XM_018047996.1	ENSCAFT00000048388
ENSG00000062038_CDH3	0.189937	0.199053	0.208909	0.215887	0.226813	0.238853	-0.02775999999999998	unclassified	ENST00000264012	ENSCSAT00000002121	ENSBTAT00000045591	ENSECAT00000010055	ENSOART00000003741	XM_018062190.1	ENSCAFT00000032339
ENSG00000062194_GPBP1	0.085387	0.0953784	0.105841	0.117322	0.131675	0.14844	-0.036296599999999984	unclassified	ENST00000424459	ENSCSAT00000014253	ENSBTAT00000016085	ENSECAT00000023211	ENSOART00000007890	XM_018065599.1	ENSCAFT00000047531
ENSG00000062282_DGAT2	0.0598891	0.067061	0.0745593	0.070932	0.0812591	0.0931452	-0.014198100000000005	unclassified	ENST00000228027	ENSCSAT00000001933	ENSBTAT00000001536	ENSECAT00000026841	ENSOART00000013256	NM_001314305.1	ENSCAFT00000043501
ENSG00000062582_MRPS24	0.12061	0.1378	0.156312	0.161144	0.182553	0.207744	-0.04475299999999999	unclassified	ENST00000317534	ENSCSAT00000013541	ENSBTAT00000009724	ENSECAT00000015296	ENSOART00000014620	XM_018067017.1	ENSCAFT00000004560
ENSG00000062598_ELMO2	0.0142428	0.0165602	0.0191123	0.0218272	0.0267151	0.0317633	-0.010154899999999998	unclassified	ENST00000290246	ENSCSAT00000012860	ENSBTAT00000004747	ENSECAT00000013713	ENSOART00000009609	XM_018057962.1	ENSCAFT00000016446
ENSG00000062650_WAPL	0.12711	0.135191	0.144074	0.158129	0.168726	0.179705	-0.03353499999999998	unclassified	ENST00000298767	ENSCSAT00000007723	ENSBTAT00000016211	ENSECAT00000028965	ENSOART00000000495	XM_005699311.3	ENSCAFT00000025315
ENSG00000062716_VMP1	0.0984105	0.110782	0.122812	0.101803	0.115889	0.12976	-0.005107	nearly-neutral	ENST00000262291	ENSCSAT00000003909	ENSBTAT00000015439	ENSECAT00000006373	ENSOART00000015241	XM_018064144.1	ENSCAFT00000028015
ENSG00000062725_APPBP2	0.0117716	0.0148267	0.0183628	0.0218807	0.0272067	0.0336754	-0.01238	unclassified	ENST00000083182	ENSCSAT00000004026	ENSBTAT00000005887	ENSECAT00000018007	Null	XM_013971826.2	ENSCAFT00000028174
ENSG00000062822_POLD1	0.080661	0.085829	0.0912324	0.0820715	0.0895818	0.0975343	-0.0037528000000000006	nearly-neutral	ENST00000595904	ENSCSAT00000000196	ENSBTAT00000014714	ENSECAT00000007403	ENSOART00000015166	XM_018062844.1	ENSCAFT00000045094
ENSG00000063015_SEZ6	0.140761	0.14908	0.157816	0.182644	0.194437	0.206225	-0.04535700000000001	unclassified	ENST00000317338	ENSCSAT00000005108	ENSBTAT00000021257	ENSECAT00000018931	ENSOART00000005811	XM_018064332.1	ENSCAFT00000029933
ENSG00000063127_SLC6A16	0.690507	0.732768	0.780486	0.488368	0.504636	0.52266	0.228132	adaptive	ENST00000335875	ENSCSAT00000000670	ENSBTAT00000017256	ENSECAT00000013114	ENSOART00000013936	XM_005692839.1	ENSCAFT00000005982
ENSG00000063169_BICRA	0.111096	0.116882	0.123007	0.156884	0.1669	0.176452	-0.05001799999999999	unclassified	ENST00000396720	ENSCSAT00000000960	ENSBTAT00000044746	Null	ENSOART00000012348	XM_018062679.1	ENSCAFT00000006559
ENSG00000063176_SPHK2	0.145002	0.15435	0.163477	0.213119	0.226192	0.238313	-0.07184200000000002	unclassified	ENST00000599029	ENSCSAT00000000851	ENSBTAT00000013019	ENSECAT00000007665	ENSOART00000013011	XM_018062718.1	ENSCAFT00000006365
ENSG00000063177_RPL18	0.060474	0.0695934	0.0799615	0.126687	0.148981	0.172284	-0.0793876	unclassified	ENST00000084795	ENSCSAT00000019834	ENSBTAT00000020452	ENSECAT00000023463	ENSOART00000012979	XM_005692683.3	ENSCAFT00000006369
ENSG00000063180_CA11	0.05229	0.0609645	0.0703376	0.0648379	0.07877	0.0927483	-0.01780550000000001	unclassified	ENST00000084798	ENSCSAT00000000848	ENSBTAT00000008890	ENSECAT00000019400	ENSOART00000013059	XM_018062726.1	ENSCAFT00000006320
ENSG00000063244_U2AF2	0.010613	0.0134	0.0164687	0.0225612	0.0287339	0.0353094	-0.0153339	unclassified	ENST00000308924	ENSCSAT00000016808	ENSBTAT00000003664	ENSECAT00000010686	ENSOART00000001172	XM_018063049.1	ENSCAFT00000004031
ENSG00000063245_EPN1	0.0695728	0.0758271	0.0824374	0.101542	0.112531	0.125201	-0.03670390000000001	unclassified	ENST00000411543	ENSCSAT00000016810	ENSBTAT00000064026	ENSECAT00000017082	ENSOART00000001090	XM_018063041.1	ENSCAFT00000003994
ENSG00000063322_MED29	0.0555529	0.0654587	0.0766758	0.0910712	0.110071	0.127886	-0.04461230000000001	unclassified	ENST00000315588	ENSCSAT00000001892	ENSBTAT00000027226	ENSECAT00000019353	ENSOART00000006596	XM_018062389.1	ENSCAFT00000008913
ENSG00000063438_AHRR	0.311967	0.32663	0.343259	0.399698	0.414648	0.431255	-0.08801800000000004	unclassified	ENST00000316418	ENSCSAT00000015525	ENSBTAT00000011351	ENSECAT00000018968	ENSOART00000017154	XM_018065798.1	ENSCAFT00000039404
ENSG00000063587_ZNF275	0.107739	0.117046	0.127005	0.166551	0.180905	0.194857	-0.06385900000000001	unclassified	ENST00000370249	ENSCSAT00000005013	ENSBTAT00000030211	ENSECAT00000015278	ENSOART00000008427	XM_018044655.1	ENSCAFT00000030453
ENSG00000063601_MTMR1	0.0588904	0.0663371	0.0845493	0.0849688	0.0937633	0.103592	-0.027426199999999998	unclassified	ENST00000445323	ENSCSAT00000005169	ENSBTAT00000012726	ENSECAT00000008143	ENSOART00000009669	XM_018044585.1	ENSCAFT00000030388
ENSG00000063660_GPC1	0.118735	0.127271	0.136071	0.140027	0.153314	0.165859	-0.02604300000000001	unclassified	ENST00000264039	ENSCSAT00000004008	ENSBTAT00000018329	ENSECAT00000015939	ENSOART00000020131	XM_018040085.1	ENSCAFT00000020095
ENSG00000063761_ADCK1	0.121888	0.131881	0.141344	0.142691	0.154887	0.167693	-0.023006	unclassified	ENST00000238561	ENSCSAT00000009810	ENSBTAT00000016066	ENSECAT00000020868	ENSOART00000002938	XM_018053911.1	ENSCAFT00000027310
ENSG00000063854_HAGH	0.125542	0.137472	0.150839	0.139637	0.156801	0.173131	-0.019328999999999985	unclassified	ENST00000397356	ENSCSAT00000009369	ENSBTAT00000026635	ENSECAT00000006312	ENSOART00000018081	XM_018040692.1	ENSCAFT00000046831
ENSG00000063978_RNF4	0.101935	0.115268	0.131797	0.128476	0.147155	0.16686	-0.03188700000000001	unclassified	ENST00000314289	ENSCSAT00000006630	ENSBTAT00000039422	ENSECAT00000026839	ENSOART00000016519	XM_018049833.1	ENSCAFT00000023584
ENSG00000064012_CASP8	0.44938	0.475678	0.503981	0.343521	0.357923	0.374547	0.117755	adaptive	ENST00000358485	ENSCSAT00000008869	ENSBTAT00000038313	ENSECAT00000005749	ENSOART00000018432	XM_013971078.2	ENSCAFT00000019300
ENSG00000064042_LIMCH1	0.196798	0.207231	0.218604	0.235003	0.246745	0.259344	-0.039513999999999994	unclassified	ENST00000503057	ENSCSAT00000015179	ENSBTAT00000039655	ENSECAT00000014115	ENSOART00000014786	XM_005681555.3	ENSCAFT00000002810
ENSG00000064102_INTS13	0.0281709	0.0318296	0.0357004	0.0497536	0.0565897	0.0644979	-0.0247601	unclassified	ENST00000261191	ENSCSAT00000005729	ENSBTAT00000055986	ENSECAT00000009658	ENSOART00000021616	XM_005680736.3	ENSCAFT00000017892
ENSG00000064115_TM7SF3	0.23857	0.253065	0.267862	0.270063	0.284911	0.300945	-0.03184600000000004	unclassified	ENST00000343028	ENSCSAT00000005707	ENSBTAT00000009179	ENSECAT00000018617	ENSOART00000021587	XM_018048381.1	ENSCAFT00000017775
ENSG00000064195_DLX3	0.02125	0.0263961	0.0320225	0.0377421	0.0474108	0.0586844	-0.021014700000000004	unclassified	ENST00000434704	ENSCSAT00000003232	ENSBTAT00000023142	ENSECAT00000015627	ENSOART00000006063	XM_018064903.1	ENSCAFT00000026875
ENSG00000064199_SPA17	0.40507	0.454758	0.508232	0.345206	0.375993	0.405788	0.07876499999999997	unclassified	ENST00000227135	ENSCSAT00000000397	ENSBTAT00000047600	ENSECAT00000022037	ENSOART00000011506	XM_005699579.3	ENSCAFT00000046250
ENSG00000064201_TSPAN32	0.390294	0.421796	0.45332	0.367247	0.393131	0.420085	0.028664999999999996	unclassified	ENST00000182290	ENSCSAT00000007816	ENSBTAT00000003500	ENSECAT00000026535	ENSOART00000003631	XM_018043010.1	ENSCAFT00000046423
ENSG00000064205_WISP2	0.290671	0.316629	0.345293	0.30671	0.33034	0.356158	-0.013711000000000029	nearly-neutral	ENST00000372868	ENSCSAT00000012289	ENSBTAT00000007931	ENSECAT00000015198	ENSOART00000004674	XM_018057907.1	ENSCAFT00000015124
ENSG00000064218_DMRT3	0.0831082	0.0909598	0.0993378	0.104437	0.11619	0.128112	-0.025230200000000008	unclassified	ENST00000190165	ENSCSAT00000006686	ENSBTAT00000019971	Null	ENSOART00000014387	XM_018052823.1	ENSCAFT00000003148
ENSG00000064225_ST3GAL6	0.202227	0.222921	0.244082	0.242469	0.263682	0.286266	-0.04076100000000002	unclassified	ENST00000613264	ENSCSAT00000004045	ENSBTAT00000005868	ENSECAT00000010985	ENSOART00000019329	XM_018058062.1	ENSCAFT00000014615
ENSG00000064270_ATP2C2	0.112733	0.118048	0.123855	0.147849	0.156099	0.164811	-0.03805099999999999	unclassified	ENST00000416219	ENSCSAT00000001226	ENSBTAT00000061207	ENSECAT00000007677	ENSOART00000011652	XM_005691840.3	ENSCAFT00000046355
ENSG00000064300_NGFR	0.0834058	0.0910993	0.0997597	0.112859	0.125252	0.139545	-0.03415270000000001	unclassified	ENST00000172229	ENSCSAT00000000458	ENSBTAT00000027940	ENSECAT00000018895	ENSOART00000006528	XM_018064913.1	ENSCAFT00000026791
ENSG00000064309_CDON	0.232038	0.241165	0.250262	0.299627	0.310453	0.321312	-0.06928799999999999	unclassified	ENST00000392693	ENSCSAT00000000294	ENSBTAT00000012270	ENSECAT00000028894	ENSOART00000013139	XM_018043382.1	ENSCAFT00000016704
ENSG00000064313_TAF2	0.0494662	0.0528929	0.0566125	0.0657294	0.0714797	0.0774129	-0.018586799999999994	unclassified	ENST00000378164	ENSCSAT00000008904	ENSBTAT00000061330	ENSECAT00000026272	ENSOART00000017399	XM_018058152.1	ENSCAFT00000001363
ENSG00000064393_HIPK2	0.0440177	0.0475422	0.0512528	0.0642073	0.0701369	0.0771093	-0.022594700000000002	unclassified	ENST00000406875	ENSCSAT00000006428	ENSBTAT00000023740	ENSECAT00000009570	ENSOART00000012774	XM_018046873.1	ENSCAFT00000006482
ENSG00000064419_TNPO3	0.0139269	0.0161417	0.0186109	0.0258823	0.030743	0.036187	-0.014601300000000001	unclassified	ENST00000471166	ENSCSAT00000008054	ENSBTAT00000006573	ENSECAT00000013691	ENSOART00000004383	XM_005679457.3	ENSCAFT00000002409
ENSG00000064490_RFXANK	0.0865155	0.0970133	0.109258	0.120176	0.137817	0.155159	-0.0408037	unclassified	ENST00000303088	ENSCSAT00000003243	ENSBTAT00000002309	ENSECAT00000009817	ENSOART00000010054	XM_013964961.2	ENSCAFT00000022777
ENSG00000064545_TMEM161A	0.134334	0.14542	0.156226	0.167222	0.180331	0.193895	-0.034911	unclassified	ENST00000162044	ENSCSAT00000003254	ENSBTAT00000002376	ENSECAT00000014905	ENSOART00000010301	XM_018051476.1	ENSCAFT00000022831
ENSG00000064547_LPAR2	0.0757681	0.0837277	0.0920104	0.109054	0.122408	0.136335	-0.0386803	unclassified	ENST00000586703	ENSCSAT00000003098	ENSBTAT00000006105	ENSECAT00000009394	ENSOART00000008216	XM_018051506.1	ENSCAFT00000022504
ENSG00000064601_CTSA	0.185131	0.199676	0.215534	0.157678	0.172552	0.186956	0.02712399999999998	unclassified	ENST00000372484	ENSCSAT00000012681	ENSBTAT00000039203	ENSECAT00000005323	ENSOART00000007597	XM_018057939.1	ENSCAFT00000015596
ENSG00000064607_SUGP2	0.207248	0.216663	0.226295	0.281279	0.2924	0.30376	-0.075737	unclassified	ENST00000600377	ENSCSAT00000003258	ENSBTAT00000017672	ENSECAT00000000115	ENSOART00000010676	XM_018051467.1	ENSCAFT00000022946
ENSG00000064651_SLC12A2	0.0861739	0.0921659	0.0984216	0.0908613	0.0993964	0.107596	-0.007230500000000001	unclassified	ENST00000262461	ENSCSAT00000012517	ENSBTAT00000012701	ENSECAT00000016221	ENSOART00000019177	XM_013965349.2	ENSCAFT00000000989
ENSG00000064652_SNX24	0.0544107	0.0668256	0.0824619	0.0830495	0.100919	0.121236	-0.034093399999999996	unclassified	ENST00000395451	ENSCSAT00000012709	ENSBTAT00000043983	ENSECAT00000007412	ENSOART00000020599	XM_018050678.1	ENSCAFT00000043218
ENSG00000064655_EYA2	0.10137	0.109372	0.118607	0.128317	0.140257	0.151591	-0.030884999999999996	unclassified	ENST00000327619	ENSCSAT00000012975	ENSBTAT00000017737	ENSECAT00000023571	ENSOART00000010097	XM_018057968.1	ENSCAFT00000016995
ENSG00000064687_ABCA7	0.231545	0.239118	0.246534	0.272664	0.282681	0.291851	-0.04356300000000002	unclassified	ENST00000433129	ENSCSAT00000010455	ENSBTAT00000020083	Null	ENSOART00000011579	XM_018050472.1	ENSCAFT00000031202
ENSG00000064692_SNCAIP	0.171464	0.179964	0.187882	0.221866	0.232343	0.242914	-0.05237899999999998	unclassified	ENST00000261367	ENSCSAT00000012724	ENSBTAT00000029292	ENSECAT00000013524	ENSOART00000000189	XM_018050675.1	ENSCAFT00000000818
ENSG00000064703_DDX20	0.25251	0.266217	0.280768	0.281717	0.29452	0.307103	-0.028303000000000023	unclassified	ENST00000369702	ENSCSAT00000016949	ENSBTAT00000024914	ENSECAT00000014445	ENSOART00000021400	XM_018045914.1	ENSCAFT00000021679
ENSG00000064726_BTBD1	0.039242	0.0468388	0.0560563	0.0540681	0.0617819	0.0701357	-0.0149431	unclassified	ENST00000261721	ENSCSAT00000015392	ENSBTAT00000028446	ENSECAT00000018146	ENSOART00000015302	XM_018066349.1	ENSCAFT00000020942
ENSG00000064763_FAR2	0.154199	0.164388	0.175346	0.176544	0.188588	0.20062	-0.0242	unclassified	ENST00000536681	ENSCSAT00000005542	ENSBTAT00000014725	ENSECAT00000019407	ENSOART00000021390	XM_005680707.3	ENSCAFT00000017392
ENSG00000064787_BCAS1	0.468944	0.491326	0.515076	0.476874	0.493068	0.510492	-0.0017420000000000213	nearly-neutral	ENST00000395961	ENSCSAT00000013389	ENSBTAT00000052163	ENSECAT00000013888	ENSOART00000016382	XM_005688743.3	ENSCAFT00000018776
ENSG00000064835_POU1F1	0.0806078	0.0901507	0.100043	0.108248	0.122901	0.138559	-0.032750299999999996	unclassified	ENST00000344265	ENSCSAT00000003966	ENSBTAT00000012033	ENSECAT00000009615	ENSOART00000018570	XM_005674793.2	ENSCAFT00000012423
ENSG00000064932_SBNO2	0.107574	0.112564	0.117789	0.146112	0.15506	0.163759	-0.042496000000000006	unclassified	ENST00000361757	ENSCSAT00000010408	ENSBTAT00000027693	ENSECAT00000012241	ENSOART00000012111	XM_018050466.1	ENSCAFT00000031066
ENSG00000064933_PMS1	0.351185	0.369745	0.389938	0.358837	0.372559	0.387565	-0.002813999999999983	nearly-neutral	ENST00000441310	ENSCSAT00000010395	ENSBTAT00000025019	ENSECAT00000014645	ENSOART00000017751	XM_005675860.2	ENSCAFT00000014945
ENSG00000064961_HMG20B	0.0487556	0.0555893	0.0631924	0.0792587	0.0907834	0.104121	-0.0351941	unclassified	ENST00000333651	ENSCSAT00000009227	Null	Null	ENSOART00000013394	XM_018050826.1	ENSCAFT00000030501
ENSG00000064989_CALCRL	0.10385	0.112679	0.1214	0.145273	0.158373	0.172601	-0.04569400000000001	unclassified	ENST00000392370	ENSCSAT00000010571	ENSBTAT00000065425	ENSECAT00000013998	ENSOART00000018025	XM_005675875.3	ENSCAFT00000023410
ENSG00000064999_ANKS1A	0.122447	0.128862	0.135652	0.147762	0.157465	0.167482	-0.02860299999999999	unclassified	ENST00000360359	ENSCSAT00000007941	ENSBTAT00000036172	ENSECAT00000021536	ENSOART00000012070	XM_018038702.1	ENSCAFT00000001982
ENSG00000065000_AP3D1	0.0826346	0.0877018	0.0929113	0.0910792	0.0975341	0.103722	-0.009832300000000002	unclassified	ENST00000355272	ENSCSAT00000009940	ENSBTAT00000011906	ENSECAT00000016245	ENSOART00000015737	XM_005682607.3	ENSCAFT00000030886
ENSG00000065029_ZNF76	0.0842276	0.0918967	0.100363	0.112085	0.12425	0.137459	-0.0323533	unclassified	ENST00000373953	ENSCSAT00000008042	ENSBTAT00000008112	ENSECAT00000015886	ENSOART00000012625	XM_018038780.1	ENSCAFT00000002020
ENSG00000065054_SLC9A3R2	0.110713	0.122534	0.13498	0.131484	0.146973	0.16344	-0.02443899999999999	unclassified	ENST00000424542	ENSCSAT00000009172	ENSBTAT00000065244	ENSECAT00000014015	ENSOART00000018035	XM_018040111.1	ENSCAFT00000043424
ENSG00000065057_NTHL1	0.250499	0.271174	0.294365	0.256699	0.277735	0.297838	-0.0065609999999999835	nearly-neutral	ENST00000219066	ENSCSAT00000009144	ENSBTAT00000049780	ENSECAT00000013115	ENSOART00000018726	XM_018040106.1	ENSCAFT00000030911
ENSG00000065060_UHRF1BP1	0.206041	0.214369	0.222468	0.264538	0.273907	0.283449	-0.05953800000000001	unclassified	ENST00000192788	ENSCSAT00000007913	ENSBTAT00000012210	ENSECAT00000010226	ENSOART00000011855	XM_018038710.1	ENSCAFT00000001919
ENSG00000065135_GNAI3	0.0203811	0.0258425	0.0317252	0.0305363	0.0391104	0.0483117	-0.013267899999999996	unclassified	ENST00000369851	ENSCSAT00000016982	ENSBTAT00000017303	ENSECAT00000010348	ENSOART00000020957	XM_018045873.1	ENSCAFT00000031534
ENSG00000065150_IPO5	0.0198499	0.0220319	0.0245911	0.0339695	0.0386179	0.0440453	-0.016585999999999997	unclassified	ENST00000261574	ENSCSAT00000015614	ENSBTAT00000061564	ENSECAT00000029161	ENSOART00000003078	XM_018056424.1	ENSCAFT00000008977
ENSG00000065154_OAT	0.0768419	0.0836177	0.0909732	0.0983649	0.10864	0.119153	-0.025022299999999997	unclassified	ENST00000368845	ENSCSAT00000002562	ENSBTAT00000009097	ENSECAT00000015791	ENSOART00000010941	Null	ENSCAFT00000039816
ENSG00000065183_WDR3	0.108951	0.115102	0.121643	0.131107	0.139838	0.148626	-0.024735999999999994	unclassified	ENST00000349139	ENSCSAT00000016824	ENSBTAT00000026561	ENSECAT00000007455	ENSOART00000022132	XM_005677798.3	ENSCAFT00000043971
ENSG00000065243_PKN2	0.0761082	0.0828102	0.0904771	0.0982495	0.106748	0.1162	-0.023937799999999995	unclassified	ENST00000370521	ENSCSAT00000017089	ENSBTAT00000029201	ENSECAT00000026949	ENSOART00000016288	XM_018045701.1	ENSCAFT00000032211
ENSG00000065268_WDR18	0.0777348	0.0847043	0.092148	0.10607	0.116258	0.126998	-0.031553700000000004	unclassified	ENST00000585809	ENSCSAT00000010623	ENSBTAT00000003156	ENSECAT00000012134	ENSOART00000011031	XM_018050485.1	ENSCAFT00000031239
ENSG00000065308_TRAM2	0.0757466	0.0843197	0.0937493	0.0989484	0.111983	0.125039	-0.027663300000000002	unclassified	ENST00000182527	ENSCSAT00000011162	ENSBTAT00000012010	ENSECAT00000011439	ENSOART00000015824	XM_018039059.1	ENSCAFT00000003481
ENSG00000065320_NTN1	0.0173277	0.0204794	0.0238665	0.026067	0.031966	0.0381253	-0.011486600000000003	unclassified	ENST00000173229	ENSCSAT00000008433	ENSBTAT00000016103	ENSECAT00000028951	ENSOART00000002905	XM_018064001.1	ENSCAFT00000027581
ENSG00000065325_GLP2R	0.262158	0.278847	0.295924	0.288193	0.303809	0.321637	-0.024961999999999984	unclassified	ENST00000262441	ENSCSAT00000008231	ENSBTAT00000006662	ENSECAT00000019947	ENSOART00000004554	XM_005694224.3	ENSCAFT00000027649
ENSG00000065328_MCM10	0.248334	0.260004	0.272233	0.284638	0.296377	0.309041	-0.03637299999999999	unclassified	ENST00000484800	ENSCSAT00000011265	ENSBTAT00000021822	ENSECAT00000026407	ENSOART00000005903	XM_018057119.1	ENSCAFT00000007657
ENSG00000065357_DGKA	0.144646	0.155166	0.165085	0.149794	0.160435	0.172509	-0.005268999999999996	nearly-neutral	ENST00000331886	ENSCSAT00000003322	ENSBTAT00000038186	ENSECAT00000013121	ENSOART00000011793	XM_005680381.3	ENSCAFT00000000131
ENSG00000065361_ERBB3	0.102258	0.1074	0.113085	0.134218	0.141849	0.150212	-0.03444900000000001	unclassified	ENST00000267101	ENSCSAT00000003288	ENSBTAT00000013790	ENSECAT00000026542	ENSOART00000011378	XM_005680373.3	ENSCAFT00000000159
ENSG00000065413_ANKRD44	0.0507576	0.0548816	0.0593323	0.0828227	0.090324	0.0979699	-0.0354424	unclassified	ENST00000282272	ENSCSAT00000009625	ENSBTAT00000029218	ENSECAT00000009858	ENSOART00000016610	XM_018061363.1	ENSCAFT00000043904
ENSG00000065427_KARS	0.110686	0.12005	0.129441	0.123513	0.126037	0.136409	-0.005987000000000006	unclassified	ENST00000319410	ENSCSAT00000001693	ENSBTAT00000020818	ENSECAT00000014538	ENSOART00000007531	XM_005691813.3	ENSCAFT00000031942
